id,original_language,popularity,release_date,title,vote_average,vote_count
15003,th,14.06,06-02-2008,Chocolate,7.3,399
2756,en,24,09-08-1989,The Abyss,7.3,2364
902,fr,15.997,17-08-1995,The City of Lost Children,7.3,869
407448,en,12.766,28-07-2017,Detroit,7.3,1443
13008,en,17.09,27-07-2007,An American Crime,7.3,544
11644,en,16.688,24-07-1981,Blow Out,7.3,1112
286192,en,12.255,10-10-2014,Lava,7.3,940
169881,en,13.829,25-12-2013,The Physician,7.3,927
14621,en,14.011,03-03-1989,Lean On Me,7.3,245
965,en,8.352,10-07-1942,The Magnificent Ambersons,7.3,327
587792,en,11.991,10-07-2020,Palm Springs,7.3,2384
360606,en,17.745,24-06-2016,Adventures in Babysitting,7.3,337
284689,en,10.747,14-10-2014,Testament of Youth,7.3,692
30061,en,15.421,23-02-2010,Justice League: Crisis on Two Earths,7.3,582
4816,en,11.368,02-06-1999,Ghost Dog: The Way of the Samurai,7.3,939
2640,en,14.801,31-03-1989,Heathers,7.3,1378
594,en,24.068,17-06-2004,The Terminal,7.3,6717
15384,zh,13.082,07-01-2009,Red Cliff Part II,7.3,372
866,en,12.931,17-10-2004,Finding Neverland,7.3,3211
104,de,17.387,03-03-1998,Run Lola Run,7.3,1814
259761,sv,4.085,30-12-2013,Lights Out,7.3,299
77016,en,14.651,20-09-2012,End of Watch,7.3,2749
11807,hi,8.067,26-10-2007,Jab We Met,7.3,210
6949,en,7.948,09-03-1972,"What's Up, Doc?",7.3,287
82690,en,58.047,01-11-2012,Wreck-It Ralph,7.3,10981
65229,fr,9.824,20-04-2011,Tomboy,7.3,578
41662,en,7.901,10-04-1977,3 Women,7.3,212
10669,en,16.223,18-08-1972,Deliverance,7.3,1284
3019,en,10.705,24-12-1931,Dr. Jekyll and Mr. Hyde,7.3,211
134,en,20.099,30-08-2000,"O Brother, Where Art Thou?",7.3,3491
508642,ko,20.656,28-03-2018,Gonjiam: Haunted Asylum,7.3,444
57361,ko,13.129,22-12-2010,The Yellow Sea,7.3,385
13183,en,50.034,04-03-2009,Watchmen,7.3,7949
9589,de,19.338,02-04-1981,Christiane F.,7.3,1113
13932,en,10.314,15-03-2005,Jack-Jack Attack,7.3,804
13382,en,29.176,06-12-1964,Rudolph the Red-Nosed Reindeer,7.3,440
10911,en,14.975,27-04-1961,The Guns of Navarone,7.3,628
9652,it,10.212,28-02-1975,The Passenger,7.3,399
590,en,13.464,27-12-2002,The Hours,7.3,1426
276624,ja,21.927,23-04-2016,I Am a Hero,7.3,303
49051,en,62.017,26-11-2012,The Hobbit: An Unexpected Journey,7.3,16482
690,fr,7.973,16-12-1959,Pickpocket,7.3,391
255,fr,9.503,04-09-1968,Stolen Kisses,7.3,334
14447,en,12.465,03-12-2008,A Matter of Loaf and Death,7.3,396
3131,en,17.014,14-12-2002,Gangs of New York,7.3,5717
1414,es,8.452,04-09-1998,Lovers of the Arctic Circle,7.3,207
360365,es,17.488,04-05-2016,Tini: The New Life of Violetta,7.3,344
318121,en,14.437,16-06-2016,The Fundamentals of Caring,7.3,1967
11948,ja,12.168,28-05-1983,"Merry Christmas, Mr. Lawrence",7.3,353
21348,fr,12.049,09-12-1998,Kirikou and the Sorceress,7.3,966
11101,de,15.887,20-01-1993,Stalingrad,7.3,443
850,en,23.22,18-11-1983,A Christmas Story,7.3,1011
486947,da,12.801,14-06-2018,The Guilty,7.3,1412
11963,en,17.537,24-09-1975,Three Days of the Condor,7.3,887
9587,en,16.113,21-12-1994,Little Women,7.3,1045
377,en,28.836,09-11-1984,A Nightmare on Elm Street,7.3,4243
787428,en,6.095,20-11-2020,Two Distant Strangers,7.3,304
651881,fr,11.586,21-10-2020,Bye Bye Morons,7.3,675
570661,de,9.762,18-04-2019,The Collini Case,7.3,272
33954,it,10.516,04-05-1966,The Hawks and the Sparrows,7.3,264
403450,it,8.819,27-10-2016,At War for Love,7.3,477
114150,en,27.521,28-09-2012,Pitch Perfect,7.3,5961
12554,en,7.685,25-02-1995,Citizen X,7.3,240
11816,en,9.08,01-12-1981,On Golden Pond,7.3,376
7979,en,12.467,14-12-2007,The Kite Runner,7.3,1011
765245,en,16.281,17-12-2021,Swan Song,7.3,369
508763,en,24.181,10-01-2019,A Dog's Way Home,7.3,941
205587,en,29.797,08-10-2014,The Judge,7.3,3520
191714,hi,10.015,20-09-2013,The Lunchbox,7.3,580
140607,en,51.504,15-12-2015,Star Wars: The Force Awakens,7.3,17500
121642,it,9.001,13-09-2012,Twice Born,7.3,403
2977,en,11.94,02-03-2007,Becoming Jane,7.3,1024
338958,en,1468.421,16-11-2022,Disenchanted,7.3,445
30497,en,30.245,01-10-1974,The Texas Chain Saw Massacre,7.3,2592
197082,fr,14.234,28-05-2013,Venus in Fur,7.3,596
167073,en,14.143,20-10-2015,Brooklyn,7.3,2804
7862,de,9.595,22-03-2007,The Counterfeiters,7.3,481
830,en,13.581,23-03-1956,Forbidden Planet,7.3,720
413279,en,11.666,28-08-2016,Team Thor,7.3,452
19067,en,10.749,31-08-1977,The Duellists,7.3,414
18785,en,69.837,02-06-2009,The Hangover,7.3,14970
987,en,12.383,01-11-1974,The Front Page,7.3,279
764,en,30.339,10-09-1981,The Evil Dead,7.3,3157
614696,ko,39.056,24-06-2020,#Alive,7.3,1403
361380,en,22.922,07-10-2015,Barbie & Her Sisters in the Great Puppy Adventure,7.3,223
323661,fr,17.313,05-02-2015,Mune: Guardian of the Moon,7.3,470
79120,en,9.311,22-09-2011,Weekend,7.3,452
59037,it,6.19,01-09-1983,Toxic Love,7.3,205
11499,en,9.018,15-10-2008,Frost/Nixon,7.3,986
10312,en,14.397,25-12-1998,Patch Adams,7.3,2824
1433,es,22.817,20-04-2001,The Devil's Backbone,7.3,997
396263,ja,32.04,14-10-2016,Gantz:O,7.3,581
2502,en,26.201,23-07-2004,The Bourne Supremacy,7.3,6551
436270,en,9137.939,19-10-2022,Black Adam,7.3,2296
435577,no,17.229,25-12-2017,The 12th Man,7.3,418
356296,it,11.773,14-10-2015,Suburra,7.3,1146
338766,en,18.101,11-08-2016,Hell or High Water,7.3,3903
306745,en,14.834,02-10-2015,Freeheld,7.3,575
228194,en,12.012,06-08-2014,The Hundred-Foot Journey,7.3,1264
15392,en,13.016,14-03-1986,Crossroads,7.3,332
15255,en,39.295,11-04-2006,Undisputed II: Last Man Standing,7.3,622
11368,en,9.884,07-09-1984,Blood Simple,7.3,1106
512895,en,20.639,12-11-2019,Lady and the Tramp,7.3,1348
122917,en,83.936,10-12-2014,The Hobbit: The Battle of the Five Armies,7.3,12452
11713,zh,19.319,22-03-1972,Fist of Fury,7.3,738
8337,en,16.95,23-11-1988,They Live,7.3,2405
1888,en,10.562,19-10-1966,The Fortune Cookie,7.3,254
1725,en,12.369,13-12-1961,West Side Story,7.3,1567
438146,es,6.346,02-08-2018,Birds of Passage,7.3,245
407449,en,9.388,29-09-2017,Lucky,7.3,464
119450,en,58.13,26-06-2014,Dawn of the Planet of the Apes,7.3,9803
10705,en,8.852,05-10-1989,Henry V,7.3,302
10654,en,10.13,14-03-1979,Hair,7.3,535
9550,zh,17.858,19-05-2004,House of Flying Daggers,7.3,1333
4771,en,16.7,06-06-2007,Gone Baby Gone,7.3,3127
11502,pl,9.597,09-03-1962,Knife in the Water,7.3,340
440596,en,12.174,10-02-2017,Kiss and Cry,7.3,394
390497,ko,13.811,10-08-2016,Tunnel,7.3,484
73624,pt,5.151,02-09-2011,The Man from the Future,7.3,306
47653,en,7.465,17-06-1917,The Immigrant,7.3,224
44264,en,16.004,22-12-2010,True Grit,7.3,4598
425373,en,10.317,13-04-2018,The Miracle Season,7.3,262
408220,en,15.524,24-01-2017,Justice League Dark,7.3,904
57212,en,20.569,25-12-2011,War Horse,7.3,2968
12140,ja,21.591,06-03-2004,Ghost in the Shell 2: Innocence,7.3,691
10440,en,11.479,02-05-1993,Manhattan Murder Mystery,7.3,895
3176,ja,21.385,16-12-2000,Battle Royale,7.3,2829
400617,en,18.069,25-12-2017,Phantom Thread,7.3,3014
49538,en,1.925,01-06-2011,X-Men: First Class,7.3,11412
21032,en,21.438,22-12-1995,Balto,7.3,1775
43920,en,15.091,24-04-2010,Dog Pound,7.3,316
1802,fr,6.2,30-08-1995,La Ceremonie,7.3,245
837,en,12.245,04-02-1983,Videodrome,7.3,1771
19666,hi,12.429,15-06-2001,Lagaan: Once Upon a Time in India,7.3,451
985939,en,688.791,11-08-2022,Fall,7.3,1810
550231,en,9.825,16-04-2020,The Secret: Dare to Dream,7.3,461
112198,fr,5.692,25-04-2012,What's in a Name,7.3,1433
53457,fr,12.683,16-09-2010,Sarah's Key,7.3,622
34653,en,13.303,19-10-2009,A Single Man,7.3,1347
1491,en,22.18,18-08-2006,The Illusionist,7.3,4242
199,en,16.934,22-11-1996,Star Trek: First Contact,7.3,1462
318781,en,12.857,24-06-2015,Colonia,7.3,1704
42726,fr,6.736,27-05-1966,A Man and a Woman,7.3,215
9090,en,22.496,07-09-1995,"To Wong Foo, Thanks for Everything! Julie Newmar",7.3,535
360737,de,12.161,10-11-2016,Center of My World,7.3,205
127864,es,7.231,21-09-2012,Blancanieves,7.3,200
121875,fr,14.053,26-09-2012,In the House,7.3,701
17814,en,7.597,05-11-1976,Assault on Precinct 13,7.3,844
330457,en,89.284,20-11-2019,Frozen II,7.3,8515
53486,it,6.893,01-10-2006,The Family Friend,7.3,254
45612,en,30.321,30-03-2011,Source Code,7.3,7196
11305,en,7.293,06-09-1989,Mystery Train,7.3,337
10112,en,42.515,24-12-1970,The Aristocats,7.3,4376
9603,en,25.842,19-07-1995,Clueless,7.3,3697
211387,en,14.271,03-09-2013,Marvel One-Shot: Agent Carter,7.3,599
64956,en,8.271,07-12-2010,Inception: The Cobol Job,7.3,286
27094,en,8.751,10-11-1974,Lenny,7.3,203
26842,en,11.813,09-03-1976,The Message,7.3,276
594530,en,13.455,31-01-2020,Lamp Life,7.3,253
585245,en,118.833,10-11-2021,Clifford the Big Red Dog,7.3,1451
11537,cn,12.93,01-03-1978,Snake in the Eagle's Shadow,7.3,253
10647,en,14.958,20-10-2000,Pay It Forward,7.3,1526
228,de,10.607,01-04-1930,The Blue Angel,7.3,246
99861,en,95.876,22-04-2015,Avengers: Age of Ultron,7.3,20627
69735,en,14.559,27-09-2011,Batman: Year One,7.3,780
324552,en,102.539,08-02-2017,John Wick: Chapter 2,7.3,10666
75629,ja,22.759,17-11-2012,Evangelion: 3.0 You Can (Not) Redo,7.3,637
75624,ja,57.782,30-07-2011,Naruto Shippuden the Movie: Blood Prison,7.3,441
64246,ja,15.867,21-08-2010,Colorful,7.3,223
10857,en,8.823,24-10-1986,When the Wind Blows,7.3,214
177,en,7.786,20-09-1991,The Fisher King,7.3,1093
87,en,45.628,23-05-1984,Indiana Jones and the Temple of Doom,7.3,7719
663870,da,14.345,19-11-2020,Riders of Justice,7.3,546
408537,es,5.441,08-09-2016,The Distinguished Citizen,7.3,211
80184,es,20.289,16-09-2011,The Hidden Face,7.3,853
58857,ja,24.89,09-09-2010,13 Assassins,7.3,909
11868,en,15.758,22-05-1958,Dracula,7.3,464
11072,en,13.623,07-02-1974,Blazing Saddles,7.3,1532
552,it,7.172,03-03-2000,Bread and Tulips,7.3,227
785539,en,13.276,29-07-2021,Resort to Love,7.3,355
560050,en,31.724,16-10-2020,Over the Moon,7.3,1122
10938,en,8.76,21-06-1996,Beautiful Thing,7.3,240
185008,hi,9.023,31-05-2013,Yeh Jawaani Hai Deewani,7.3,202
93289,fr,9.618,24-05-1973,Now Where Did the Seventh Company Get to?,7.3,287
24748,en,11.169,28-05-1963,Hud,7.3,238
13933,en,11.679,21-06-2005,One Man Band,7.3,472
11886,en,32.799,08-11-1973,Robin Hood,7.3,3782
500006,no,11.677,09-03-2018,Utøya: July 22,7.3,288
259693,en,63.895,08-06-2016,The Conjuring 2,7.3,7180
152780,fr,11.007,17-05-2013,The Past,7.3,447
20246,en,10.182,02-07-1946,The Stranger,7.3,469
467909,en,15.76,10-06-2021,In the Heights,7.3,540
9474,it,11.581,13-12-1973,My Name Is Nobody,7.3,784
7340,en,26.201,03-11-1976,Carrie,7.3,3119
604605,ja,27.529,20-09-2019,Hello World,7.3,255
61791,en,52.764,03-08-2011,Rise of the Planet of the Apes,7.3,10250
15600,en,8.733,12-02-1982,Missing,7.3,300
11663,en,10.172,14-08-1991,The Commitments,7.3,447
9325,en,54.529,18-10-1967,The Jungle Book,7.3,5477
2759,en,12.743,31-05-1994,"The Adventures of Priscilla, Queen of the Desert",7.3,636
14675,en,7.818,20-10-1937,The Awful Truth,7.3,228
861,en,28.115,01-06-1990,Total Recall,7.3,4868
502425,en,20.395,06-03-2020,Escape from Pretoria,7.3,1022
391713,en,22.394,01-09-2017,Lady Bird,7.3,7334
40180,fr,9.424,09-04-1975,Fear Over the City,7.3,209
34433,ja,83.542,06-03-1993,Dragon Ball Z: Broly – The Legendary Super Saiyan,7.3,718
20993,ru,11.08,11-05-2000,Brother 2,7.3,204
5548,en,27.821,17-07-1987,RoboCop,7.3,4171
813,en,22.745,02-07-1980,Airplane!,7.3,3734
245168,en,10.974,16-10-2015,Suffragette,7.3,1460
15152,fr,8.708,19-04-2006,"OSS 117: Cairo, Nest of Spies",7.3,1450
9833,en,16.263,08-12-2004,The Phantom of the Opera,7.3,1376
6145,en,22.854,19-04-2007,Fracture,7.3,3366
705996,ko,80.95,29-06-2022,Decision to Leave,7.3,311
17687,en,10.861,23-04-1931,The Public Enemy,7.3,256
13597,en,20.561,27-06-1986,Labyrinth,7.3,1997
9609,en,16.101,16-09-1992,Of Mice and Men,7.3,511
424488,en,10.501,09-06-2017,Megan Leavey,7.3,657
66125,en,9.166,04-08-2011,Red Dog,7.3,313
11450,en,7.633,25-08-1994,Quiz Show,7.3,747
766,en,20.276,31-10-1992,Army of Darkness,7.3,2537
612368,fr,5.881,25-09-2019,In the Name of the Land,7.3,249
152603,en,12.491,12-12-2013,Only Lovers Left Alive,7.3,1872
11197,sv,16.996,16-09-2003,Evil,7.3,269
1672,fr,9.771,21-10-1981,The Professional,7.3,409
941,en,25.537,06-03-1987,Lethal Weapon,7.3,3845
1010818,en,116.114,10-08-2022,Groot's First Steps,7.3,201
10795,fr,10.034,01-11-2006,Tell No One,7.3,1173
10086,fr,9.891,20-08-1992,Man Bites Dog,7.3,725
1265,en,32.62,15-02-2007,Bridge to Terabithia,7.3,4041
18311,cn,13.903,15-12-1990,Days of Being Wild,7.3,358
922,en,9.739,23-12-1995,Dead Man,7.3,1281
859,en,12.487,21-12-1988,Dangerous Liaisons,7.3,946
518671,fr,7.771,05-09-2018,Shéhérazade,7.3,216
392982,en,12.545,13-10-2017,Marshall,7.3,523
68734,en,19.72,22-03-2012,Argo,7.3,7380
374205,ja,39.976,23-07-2016,One Piece Film: GOLD,7.3,377
16769,en,10.46,07-03-1980,Coal Miner's Daughter,7.3,200
10722,es,8.31,20-10-1995,The Day of the Beast,7.3,417
10360,en,9.799,15-05-2008,Hunger,7.3,970
493922,en,28.516,07-06-2018,Hereditary,7.3,6197
19908,en,37.876,07-10-2009,Zombieland,7.3,10803
8424,fr,10.67,17-09-2003,Love Me If You Dare,7.3,1618
1830,en,23.774,16-09-2005,Lord of War,7.3,3927
362045,hi,8.759,18-12-2015,Bajirao Mastani,7.3,234
300671,en,51.187,14-01-2016,13 Hours: The Secret Soldiers of Benghazi,7.3,2975
10139,en,18.821,05-11-2008,Milk,7.3,1896
785663,en,16.087,01-10-2021,Old Henry,7.3,294
19913,en,35.485,17-07-2009,(500) Days of Summer,7.3,8728
18183,es,16.727,16-04-1992,Like Water for Chocolate,7.3,390
8393,en,22.426,10-09-1980,The Gods Must Be Crazy,7.3,926
3543,de,9.239,12-11-1987,Bagdad Cafe,7.3,300
487491,pt,4.425,28-12-2017,"Fala Sério, Mãe!",7.3,213
454983,en,36.777,11-05-2018,The Kissing Booth,7.3,6688
36728,ja,40.792,01-08-2009,Naruto Shippuden the Movie: The Will of Fire,7.3,341
30421,cn,12.201,18-07-1987,A Chinese Ghost Story,7.3,205
14163,hi,12.109,10-08-2007,Chak De! India,7.3,255
451,en,18.862,27-10-1995,Leaving Las Vegas,7.3,1148
17159,en,5.684,25-11-1987,Eddie Murphy Raw,7.3,276
10421,fr,7.123,18-04-1962,War of the Buttons,7.3,228
1850,en,11.009,22-12-1999,Man on the Moon,7.3,1455
581734,en,21.893,04-12-2020,Nomadland,7.3,2460
21641,en,8.057,27-03-2009,The Damned United,7.3,532
11929,en,12.186,24-03-1995,Dolores Claiborne,7.3,613
227,en,25.013,25-03-1983,The Outsiders,7.3,1053
50646,en,33.223,29-07-2011,"Crazy, Stupid, Love.",7.3,7238
12900,en,9.434,19-05-2001,Conspiracy,7.3,317
12162,en,24.499,10-10-2008,The Hurt Locker,7.3,4856
10149,en,9.883,09-06-1995,Smoke,7.3,380
3086,en,8.371,25-02-1941,The Lady Eve,7.3,257
499932,en,18.009,11-09-2020,The Devil All the Time,7.3,2760
317557,en,10.932,23-09-2016,Queen of Katwe,7.3,371
16563,en,12.722,22-07-1954,Seven Brides for Seven Brothers,7.3,454
509,en,23.67,21-05-1999,Notting Hill,7.3,5176
20982,ja,89.868,04-08-2007,Naruto Shippuden the Movie,7.3,521
482373,en,66.752,12-08-2021,Don't Breathe 2,7.3,1921
209274,pl,7.978,25-10-2013,Ida,7.3,829
10518,en,12.217,08-10-1976,Marathon Man,7.3,843
8923,en,11.73,09-09-2005,Green Street Hooligans,7.3,2004
1598,en,14.33,13-11-1991,Cape Fear,7.3,2794
591274,en,37.714,08-07-2021,Fear Street: 1978,7.3,1453
549053,en,36.08,07-11-2019,Last Christmas,7.3,1957
198277,en,16.851,07-09-2013,Begin Again,7.3,3376
109445,en,85.798,20-11-2013,Frozen,7.3,14723
14320,en,14.033,26-12-1946,Great Expectations,7.3,252
2657,en,13.159,17-09-1998,Pleasantville,7.3,1428
632617,en,14.852,19-11-2021,C'mon C'mon,7.3,423
618355,en,14.864,24-02-2020,Superman: Red Son,7.3,696
583903,en,14.464,25-02-2019,Our Friend,7.3,222
417678,en,16.841,18-05-2017,"Everything, Everything",7.3,3491
245842,en,22.092,21-01-2022,The King's Daughter,7.3,584
129112,ar,10.004,31-08-2012,Wadjda,7.3,407
112949,en,12.05,07-02-2013,Safe Haven,7.3,2105
16234,en,25.993,12-12-2000,Batman Beyond: Return of the Joker,7.3,883
8374,en,12.831,22-01-1999,The Boondock Saints,7.3,2033
453278,en,9.154,28-03-2018,The Rider,7.3,405
375315,fa,9.633,24-06-2016,The Salesman,7.3,728
258230,en,22.062,07-10-2016,A Monster Calls,7.3,2927
56831,en,10.145,12-02-2011,The Sunset Limited,7.3,353
51497,en,8.66,20-04-2011,Fast Five,7.3,6997
15359,en,16.514,03-03-2009,Wonder Woman,7.3,472
14646,fr,5.688,07-09-1996,Family Resemblances,7.3,231
1262,en,12.759,09-09-2006,Stranger Than Fiction,7.3,1929
557,en,70.347,01-05-2002,Spider-Man,7.3,16407
504,en,20.807,24-12-2003,Monster,7.3,1946
436,es,11.035,18-01-2004,Maria Full of Grace,7.3,317
779782,en,322.673,19-10-2022,The School for Good and Evil,7.3,675
14202,en,14.179,01-01-2006,The Painted Veil,7.3,983
449674,en,5.045,04-04-2017,Louis C.K. 2017,7.2,217
399055,en,24.25,01-12-2017,The Shape of Water,7.2,10969
38684,en,14.047,11-03-2011,Jane Eyre,7.2,1278
35690,en,15.635,31-03-2010,The Last Song,7.2,3107
12614,en,11.376,25-04-1982,Victor/Victoria,7.2,347
1254,fr,7.943,06-09-2006,"Don't Worry, I'm Fine",7.2,504
475215,ja,25.774,16-06-2018,Mirai,7.2,626
10009,en,49.343,23-10-2003,Brother Bear,7.2,4688
9078,en,103.461,25-12-1963,The Sword in the Stone,7.2,3333
345920,en,17.13,06-12-2016,Collateral Beauty,7.2,4978
340,en,6.94,16-09-2005,Everything Is Illuminated,7.2,635
41201,fr,12.111,16-02-2010,The Illusionist,7.2,484
220289,en,29.069,19-09-2013,Coherence,7.2,2317
18947,en,13.301,01-04-2009,The Boat That Rocked,7.2,1850
16907,ja,29.994,21-08-2004,Naruto: Ninja Clash in the Land of Snow,7.2,406
979,fr,32.706,22-05-2002,Irreversible,7.2,2310
364689,en,46.647,09-12-2017,Ferdinand,7.2,2482
323677,en,13.901,19-02-2016,Race,7.2,1383
45958,es,10.255,20-10-2010,Biutiful,7.2,957
34134,en,31.647,25-01-2010,Barbie in A Mermaid Tale,7.2,614
17111,th,20.114,09-09-2004,Shutter,7.2,950
2270,en,21.434,09-08-2007,Stardust,7.2,3496
246,ja,12.13,06-09-2003,Zatoichi,7.2,706
475946,en,14.255,26-09-2017,Blade Runner: Black Out 2022,7.2,305
449924,cn,13.507,19-12-2019,Ip Man 4: The Finale,7.2,1637
363579,ko,11.878,07-09-2016,The Age of Shadows,7.2,270
472674,en,16.044,12-09-2019,The Goldfinch,7.2,730
297762,en,50.065,30-05-2017,Wonder Woman,7.2,18158
259954,en,11.79,19-04-2014,5 to 7,7.2,332
60308,en,20.991,23-09-2011,Moneyball,7.2,4236
16136,en,15.026,17-01-1992,Juice,7.2,326
57447,it,7.011,20-08-1976,The House of the Laughing Windows,7.2,275
16227,en,9.137,05-09-1947,Dark Passage,7.2,264
297,en,34.901,12-11-1998,Meet Joe Black,7.2,4134
446696,en,19.878,21-09-2018,Life Itself,7.2,440
420622,en,18.173,13-10-2017,Professor Marston and the Wonder Women,7.2,738
70670,no,12.985,26-08-2011,Headhunters,7.2,1020
16085,en,10.103,19-09-1968,Funny Girl,7.2,331
11020,en,7.533,02-09-1975,Picnic at Hanging Rock,7.2,601
5506,en,9.204,08-12-1955,The Ladykillers,7.2,377
761,fr,12.694,27-10-1976,The Wing or the Thigh?,7.2,705
2654,en,14.445,03-02-1995,In the Mouth of Madness,7.2,1306
2609,en,18.664,26-11-1987,"Planes, Trains and Automobiles",7.2,1532
1716,fr,8.992,17-09-1980,The Last Metro,7.2,389
3,fi,7.054,17-10-1986,Shadows in Paradise,7.2,203
537056,en,20.188,19-07-2019,Batman: Hush,7.2,704
7445,en,146.475,22-01-2009,Brothers,7.2,2644
1818,fr,8.276,25-11-1960,Shoot the Piano Player,7.2,322
1572,en,33.983,19-05-1995,Die Hard: With a Vengeance,7.2,5232
29005,en,10.766,24-06-1971,McCabe & Mrs. Miller,7.2,310
27275,tr,7.845,12-11-2004,G.O.R.A.,7.2,230
10501,en,35.024,31-03-2000,The Road to El Dorado,7.2,3258
2277,en,19.938,17-12-1999,Bicentennial Man,7.2,3128
836225,en,107.776,11-03-2022,The Exorcism of God,7.2,703
346364,en,54.183,06-09-2017,It,7.2,17092
140212,ko,8.675,08-11-2012,Confession of Murder,7.2,244
43361,it,6.671,20-09-1952,The White Sheik,7.2,229
9267,en,7.826,28-09-1971,And Now for Something Completely Different,7.2,413
459,de,17.705,18-12-1957,Sissi: The Fateful Years of an Empress,7.2,277
372519,pt,36.602,28-01-2016,The Ten Commandments: The Movie,7.2,279
329819,fr,5.983,13-05-2015,Standing Tall,7.2,408
168259,en,64.577,01-04-2015,Furious 7,7.2,9397
44018,fr,9.47,04-12-1985,Vagabond,7.2,221
10452,fr,15.439,13-05-1994,Queen Margot,7.2,283
67884,es,5.385,24-03-2011,Chinese Take-Away,7.2,335
8844,en,10.258,15-12-1995,Jumanji,7.2,9304
591275,en,29.199,14-07-2021,Fear Street: 1666,7.2,1294
11986,fr,17.135,09-04-1986,Betty Blue,7.2,324
10772,it,15.872,06-04-1966,Django,7.2,719
285,en,74.214,19-05-2007,Pirates of the Caribbean: At World's End,7.2,12574
19597,fr,6.215,01-07-2009,The Hedgehog,7.2,334
9701,en,13.834,12-02-2005,North Country,7.2,510
3084,en,11.91,07-04-1939,Wuthering Heights,7.2,211
2576,en,11.701,18-03-1959,The Diary of Anne Frank,7.2,297
1278,en,34.535,01-09-2003,The Dreamers,7.2,2465
403,en,14.728,13-12-1989,Driving Miss Daisy,7.2,1294
465136,en,21.121,22-02-2018,Every Day,7.2,2029
436391,ko,17.275,26-07-2017,The Battleship Island,7.2,212
436343,hu,8.301,02-03-2017,On Body and Soul,7.2,466
28043,it,8.782,17-08-1963,Black Sabbath,7.2,321
15196,en,21.227,13-12-1985,Clue,7.2,1396
613504,en,113.734,02-09-2020,After We Collided,7.2,4783
551271,en,1043.02,08-09-2022,Medieval,7.2,201
401104,en,24.855,22-01-2017,To the Bone,7.2,3245
385128,en,86.376,19-05-2021,F9,7.2,5807
76543,en,7.444,07-10-2011,Tyrannosaur,7.2,378
1640,en,22.136,06-05-2005,Crash,7.2,2970
1367,en,23.091,15-06-1979,Rocky II,7.2,3577
949423,en,63.706,16-09-2022,Pearl,7.2,264
338189,fr,12.567,26-08-2016,It's Only the End of the World,7.2,1425
20367,en,11.847,30-11-1945,Detour,7.2,273
19625,hi,7.21,19-12-2003,Munna Bhai M.B.B.S.,7.2,223
